1
YAL025C,2
YAL036C,2
YAL040C,2
YDL037c,3
YDR184C,2
YDR299W,2
YDR380W,4
YDR398W,2
YER006w,2
YER064c,2
YER126c,2
YGL171W,4
YIL122W,3
YIL133C,2
YKL009W,2
YKL143W,2
YLR175W,2
YLR196W,2
YLR222C,2
YLR062C,2
YLR129w,2
YLL011w,2
YMR093W,2
YMR131C,2
YMR217W,2
YNL060C,2
YNL061W,2
YNL062C,2
YNL174W,2
YNL175C,2
YNR038W,2
YNR053C,2
YOR051C,3
YOL077C,2
YOR206W,2
YOR306C,2
YOR309C,2
YOR310C,2
YOR312C,2
YPL012W,2
YBR072W,3
YBR196C,3
YCR012w,3
YCR013C,3
YDL234C,3
YDR050C,3
YDR258C,3
YER049w,3
YER067w,3
YER130c,3
YER150w,3
YFR053C,3
YFR055W,3
YFR056C,3
YGL055W,3
YGL253W,3
YGR142W,3
YGR146C,3
YGR192C,3
YGR211W,2
YHR030C,3
YHR064C,3
YHR174W,3
YJL052W,3
YJL107C,3
YJL108C,3
YJL165C,3
YJR009C,3
YJR045C,3
YJR078W,3
YKL060C,3
YKL152C,3
YKL153W,3
YKR016W,3
YLR194C,3
YLR044c,3
YLR089C,3
YLR136c,3
YKR061W,3
YKR080W,3
YLL026w,3
YLR359W,3
YLR414C,3
YML038C,3
YMR039C,3
YNL160W,3
YNR033W,3
YOL158C,3
YOR036W,3
YOL059W,3
YOR178C,3
YOR197W,3
YOR207C,3
YOR208W,3
YOR209C,3
YOR299W,3
YOR344C,3
YOR385W,3
YOR389W,3
YPL057C,3
YPL106C,3
YPL277C,3
YPL278C,3
YPR030W,3
YPR074C,3
YAL012W,3
YDR055w,3
YDR129C,3
YDR497C,3
YER158c,3
YGL179C,3
YGR189C,3
YHL021C,3
YJL159W,3
YJL167W,3
YJL171C,3
YJL213W,3
YJR121W,3
YKL164C,3
YKL185W,3
YKL193C,3
YKL218C,3
YKR013W,3
YLR257W,3
YLR258W,3
YLR153c,3
YLR300W,3
YLR377C,3
YLR392C,3
YML008C,3
YMR058W,3
YMR104C,3
YMR295C,3
YMR305C,3
YNL015W,3
YNL074C,3
YNL142W,1
YNL274C,3
YOL019W,3
YOR128C,3
YOR018W,3
YOR358W,3
YOR375C,1
YPL061W,3
YPL104W,3
YAL018C,4
YBL009W,4
YBL078C,4
YBL084C,4
YBR045C,4
YBR063C,4
YBR064W,4
YBR148W,4
YBR184W,4
YBR233W,4
YBR250W,4
YBR268W,4
YCL048W,4
YCLX03C,4
YCR002c,4
YCRX06W,4
YCRX07W,4
YDL008w,4
YDL103C,4
YDL114w,4
YDL154W,4
YDL155W,4
YDL186w,4
YDL187c,4
YDL239c,4
YDR042C,4
YDR065w,4
YDR104C,4
YDR113C,1
YDR117C,4
YDR118W,4
YDR177W,4
YDR191W,4
YDR218C,4
YDR253C,4
YDR260C,4
YDR263C,4
YDR273W,4
YDR317W,4
YDR326C,4
YDR355C,4
YDR371W,4
YDR402C,4
YDR403W,4
YDR438W,4
YDR508C,4
YDR516C,4
YDR522C,4
YDR523C,4
YEL016c,4
YEL023c,4
YEL061c,4
YER003c,1
YER085c,4
YER096w,4
YER106w,4
YER115c,4
YER180c,4
YER182w,4
YFL011W,4
YFL012W,4
YFL040W,4
YFR012W,4
YFR023W,4
YFR028C,4
YFR032C,4
YGL015C,4
YGL116W,4
YGL138C,4
YGL162W,4
YGL170C,4
YGL180W,4
YGL230C,4
YGR059W,4
YGR108W,4
YGR109C,4
YGR110W,4
YGR185C,4
YGR202C,4
YGR224W,1
YGR225W,4
YGR226C,4
YGR228W,4
YGR229C,4
YGR266W,4
YGR273C,4
YHL012W,4
YHR015W,4
YHR124W,4
YHR150W,4
YHR152W,4
YHR166C,4
YHR184W,4
YHR185C,4
YIL045W,4
YIL057C,4
YIL099W,4
YIL112W,4
YIL139C,4
YIL144W,4
YIL159W,4
YIR013C,4
YJL037W,4
YJL038C,4
YJL160C,4
YJR036C,4
YJR099W,4
YJR119C,4
YKL022C,4
YKL042W,4
YKL096W,4
YKL104C,4
YKL107W,4
YKL189W,4
YKR005C,4
YLR195C,4
YLR209C,4
YLR210W,4
YLR213C,4
YLR220W,4
YLR227C,4
YLR012C,4
YLR013W,4
YLR030W,4
YLR045c,4
YLR049C,4
YLR054C,4
YKR089C,4
YLL004w,4
YLL005C,4
YLL012W,4
YLR265C,4
YLR273C,4
YLR274W,4
YLR290C,4
YLR307W,4
YLR308W,4
YLR314C,4
YLR341W,4
YLR343W,4
YLR368W,4
YML034W,4
YML065W,4
YML119W,4
YMR001C,4
YMR017W,4
YMR118C,4
YMR125W,4
YMR184W,4
YMR188C,4
YMR232W,4
YMR272C,4
YNL013C,4
YNL014W,4
YNL018C,4
YNL019C,4
YNL033W,4
YNL034W,4
YNL128W,4
YNL155W,4
YNL204C,4
YNL205C,4
YNL219C,4
YNL225C,4
YNL318C,4
YNL319W,4
YNR034W,4
YOL015W,4
YOR073W,4
YOL132W,4
YOR033C,4
YOL024W,4
YOL047C,4
YOL091W,4
YOR152C,4
YOR190W,4
YOR214C,4
YOR242C,4
YOR249C,4
YOR255W,4
YOR298W,4
YOR313C,4
YOR339C,4
YOR355W,4
YOR365C,4
YOR366W,4
YPL021W,4
YPL027W,4
YPL033C,4
YPL034W,4
YPL124W,4
YPL130W,4
YPL178W,4
YPR027C,4
YPR077C,4
YPR078C,4
YPR120C,4
YPR140W,4
YPR141C,4
YAL062W,1
YAR007C,1
YAL067C,4
YBR186W,1
YCR010C,1
YDR015c,1
YDR256C,1
YDR285W,1
YDR374C,1
YDR446W,1
YER024w,1
YER044c-a,1
YER179w,1
YFL003C,1
YGL009C,1
YGL033W,1
YGL081W,1
YGL183C,1
YGL249W,1
YGL251C,1
YHL022C,1
YHL024W,1
YHR014W,1
YHR079C-B,1
YHR153C,1
YHR157W,1
YHR202W,1
YHR208W,1
YIL031W,1
YIL072W,1
YIL121W,1
YJL074C,1
YJL106W,1
YJR152W,1
YKL120W,1
YKR033C,1
YKR034W,1
YLL046c,1
YLL047W,1
YLR096w,1
YKR066C,1
YLL027W,1
YLR263W,1
YLR312C,1
YLR438W,1
YLR445W,1
YML042W,1
YML091C,4
YMR133W,1
YMR147W,1
YMR148W,1
YMR198W,1
YNL116W,1
YNL196C,1
YOR100C,1
YOL131W,1
YOL104C,1
YOR177C,1
YOR350C,1
YOR351C,1
YPL111W,1
YPL121C,1
YPL208W,1
YPR007C,1
YAL038W,2
YBL072C,2
YBR005W,2
YBR031W,2
YBR181C,2
YCL064c,2
YDL082w,2
YDR011W,2
YDR012W,2
YDR382W,2
YDR417C,2
YDR418W,2
YDR471W,2
YEL054c,2
YER020w,2
YER056c-a,2
YER074w,2
YER102w,2
YFR031BC,2
YGL031C,2
YGL076C,2
YGR085C,2
YGR148C,2
YHL015W,2
YHR010W,2
YHR139C,4
YHR203C,2
YIL018W,2
YIL052C,2
YJL177W,2
YJR123W,2
YJR145C,2
YKL056C,2
YLL044W,2
YLL045c,2
YLR058c,2
YLR075w,2
YLR076C,2
YLR134w,2
YKR097W,2
YLR325C,2
YLR339C,2
YLR441C,2
YLR448W,2
YML063W,2
YMR242C,2
YMR316W,2
YNL069C,2
YNL096C,2
YNL098C,2
YNL119W,2
YNL178W,2
YNL301C,2
YOL010W,2
YOL016C,2
YOR096W,2
YOL120C,2
YOL039W,2
YOL040C,2
YPL079W,2
YPL081W,2
YPL090C,2
YPL131W,2
YPL198W,2
